Type,Name,Category,Price,FoodType,GST,Station,Description,Parent,ShortName,SKU,Default,SelectionType,Min,Max,Required,Group,Item
ITEM,"VEG 2IN1","TANDOOR VEG STARTER",279,veg,5,"Tandoor",,,VEG 2IN1,TCV0117,,,,,,,
ITEM,"VEG SHEEK KEBAB","TANDOOR VEG STARTER",269,veg,5,"Tandoor",,,VEG SHEEK KEBAB,TCV0118,,,,,,,
ITEM,"ALOO NAZAKAT TIKKA","TANDOOR VEG STARTER",319,veg,5,"Tandoor",,,ALOO NAZAKAT TI,TCV0119,,,,,,,
ITEM,"ALOO CHEEZ CORN TIKKI","TANDOOR VEG STARTER",319,veg,5,"Tandoor",,,ALOO CHEEZ CORN,TCV0120,,,,,,,
ITEM,"CHANA TIKKI","TANDOOR VEG STARTER",269,veg,5,"Tandoor",,,CHANA TIKKI,TCV0121,,,,,,,
ITEM,"DAHI KE SHOLE","TANDOOR VEG STARTER",319,veg,5,"Tandoor",,,DAHI KE SHOLE,TCV0122,,,,,,,
ITEM,"VEG KEBEB PALTTER","TANDOOR VEG STARTER",499,veg,5,"Tandoor",,,VEG KEBEB PALTT,TCV0123,,,,,,,

CATEGORY,"TANDOOR NON VEG STARTER",,,,,"Tandoor",,"Non-Vegetarian",,,,,,,,,
ITEM,"TANDOORI CHICKEN(H/F)","TANDOOR NON VEG STARTER",0,nonveg,5,"Tandoor",,,TANDOORI CHICKE,TCV0124,,,,,,,
VARIANT,Single,,379,,,,,,,TCV0124-S,yes,,,,,"TANDOORI CHICKEN(H/F)"
VARIANT,Family,,599,,,,,,,TCV0124-F,no,,,,,"TANDOORI CHICKEN(H/F)"
ITEM,"CHICKEN TIKKA","TANDOOR NON VEG STARTER",379,nonveg,5,"Tandoor",,,CHICKEN TIKKA,TCV0125,,,,,,,
ITEM,"CHICKEN MALAI TIKKA","TANDOOR NON VEG STARTER",379,nonveg,5,"Tandoor",,,CHICKEN MALAI T,TCV0126,,,,,,,
ITEM,"CHICKEN HARIYALI TIKKA","TANDOOR NON VEG STARTER",379,nonveg,5,"Tandoor",,,CHICKEN HARIYAL,TCV0127,,,,,,,
